datasetID	kingdom	phylum	class	order	family	genus	specificEpithet	infraspecificEpithet	otu	asv
GTDB-bac120	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	LactobacilluH	fermentum
GTDB-bac120	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter_D	coli_B
GTDB-bac120	Bacteria	FirmicuteA	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Paeniclostridium	sordellii
GTDB-bac120	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	muciniphila
GTDB-bac120	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	XanthomonaA	translucens
GTDB-bac120	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	PseudomonaA	stutzeri_AG
GTDB-bac120	Bacteria	Actinobacteriota	Actinobacteria	Mycobacteriales	Micromonosporaceae	Micromonospora	arenicola
GTDB-bac120	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	safensis
GTDB-bac120	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	rimosus
GTDB-bac120	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	lactiE
GTDB-bac120	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Macrococcus	caseolyticus
GTDB-bac120	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xylella	fastidiosa
GTDB-bac120	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	salivarius
GTDB-bac120	Bacteria	Spirochaetota	Leptospirae	Leptospirales	Leptospiraceae	Leptospira	santarosai
GTDB-bac120	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Cronobacter	malonaticus
GTDB-bac120	Bacteria	Actinobacteriota	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Corynebacterium	glutamicum
GTDB-bac120	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	bifidum
GTDB-bac120	Bacteria	Proteobacteria	Gammaproteobacteria	Thiomicrospirales	Thioglobaceae	UBA2013	sp003489145
GTDB-bac120	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	PseudomonaE	syringae_M
GTDB-bac120	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	sp900469175
GTDB-bac120	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Glaesserella	parasuis
GTDB-bac120	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	PseudomonaE	sp002966775
GTDB-bac120	Bacteria	Spirochaetota	Leptospirae	Leptospirales	Leptospiraceae	Leptospira	borgpetersenii
GTDB-bac120	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Alcanivoracaceae	Alcanivorax	sp002354605
