datasetID	asv	kingdom	phylum	class	order	family	genus	specificEpithet	infraspecificEpithet	otu
SBDI-ASV-191208	ASVBAC001283	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae	Edaphobacter			
SBDI-ASV-191208	ASVBAC001090	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae				
SBDI-ASV-191208	ASVBAC001146	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae	Granulicella_A	mallensis		
SBDI-ASV-191208	ASVBAC001459	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae				
SBDI-ASV-191208	ASVBAC001588	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae	Terracidiphilus	gabretensis		
SBDI-ASV-191208	ASVBAC001708	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae	Edaphobacter			
SBDI-ASV-191208	ASVBAC001746	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae	Acidobacterium	capsulatum		
SBDI-ASV-191208	ASVBAC001881	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae	Acidobacterium	capsulatum		
SBDI-ASV-191208	ASVBAC001899	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae	Terriglobus	roseus_A		
SBDI-ASV-191208	ASVBAC001970	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae				
SBDI-ASV-191208	ASVBAC002093	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae				
SBDI-ASV-191208	ASVBAC002233	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae				
SBDI-ASV-191208	ASVBAC001664	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae	Edaphobacter			
SBDI-ASV-191208	ASVBAC001895	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae	Terriglobus	roseus_A		
SBDI-ASV-191208	ASVBAC002887	Bacteria								
SBDI-ASV-191208	ASVBAC001851	Bacteria								
SBDI-ASV-191208	ASVBAC002022	Bacteria								
SBDI-ASV-191208	ASVBAC002838	Bacteria								
SBDI-ASV-191208	ASVBAC001075	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	KBS-96			
SBDI-ASV-191208	ASVBAC001128	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Solibacter	usitatus		
SBDI-ASV-191208	ASVBAC001204	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Solibacter	usitatus		
SBDI-ASV-191208	ASVBAC001808	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	KBS-96			
SBDI-ASV-191208	ASVBAC001958	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	KBS-96			
SBDI-ASV-191208	ASVBAC002024	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	KBS-96			
SBDI-ASV-191208	ASVBAC002169	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	KBS-96			
SBDI-ASV-191208	ASVBAC002269	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	KBS-96			
SBDI-ASV-191208	ASVBAC002286	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	KBS-96			
SBDI-ASV-191208	ASVBAC002382	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Solibacter	usitatus		
SBDI-ASV-191208	ASVBAC002433	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	KBS-96			
SBDI-ASV-191208	ASVBAC002574	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	KBS-96			
SBDI-ASV-191208	ASVBAC002684	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	KBS-96			
SBDI-ASV-191208	ASVBAC002894	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	KBS-96			
SBDI-ASV-191208	ASVBAC001906	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Solibacter	usitatus		
SBDI-ASV-191208	ASVBAC002898	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	OLB17			
SBDI-ASV-191208	ASVBAC001010	Bacteria	Acidobacteriota	Luteitaleia	Luteitaleales	SCN-69-37	SCN-69-37			
SBDI-ASV-191208	ASVBAC001076	Bacteria	Acidobacteriota	Luteitaleia	Luteitaleales	Luteitaleaceae	Luteitalea	pratensis		
SBDI-ASV-191208	ASVBAC002218	Bacteria	Acidobacteriota	Luteitaleia	Luteitaleales	Luteitaleaceae	Luteitalea	pratensis		
SBDI-ASV-191208	ASVBAC002451	Bacteria	Acidobacteriota	Luteitaleia	Luteitaleales	SCN-69-37	SCN-69-37			
SBDI-ASV-191208	ASVBAC000672	Bacteria	Acidobacteriota	Luteitaleia	Luteitaleales	SCN-69-37	SCN-69-37			
SBDI-ASV-191208	ASVBAC000699	Bacteria	Acidobacteriota	Luteitaleia	Luteitaleales	SCN-69-37	SCN-69-37			
SBDI-ASV-191208	ASVBAC000853	Bacteria	Acidobacteriota	Luteitaleia	Luteitaleales	SCN-69-37	SCN-69-37			
SBDI-ASV-191208	ASVBAC001298	Bacteria	Acidobacteriota	Holophagae	Holophagales	Holophagaceae	Holophaga			
SBDI-ASV-191208	ASVBAC001455	Bacteria	Acidobacteriota	Holophagae	Holophagales	Holophagaceae	Holophaga			
SBDI-ASV-191208	ASVBAC001457	Bacteria	Acidobacteriota	Holophagae	Holophagales	Holophagaceae	Holophaga			
SBDI-ASV-191208	ASVBAC001689	Bacteria	Acidobacteriota	Holophagae	Holophagales	Holophagaceae	Holophaga			
SBDI-ASV-191208	ASVBAC002394	Bacteria	Acidobacteriota	Holophagae	Holophagales	Holophagaceae	Holophaga			
SBDI-ASV-191208	ASVBAC000534	Bacteria	Acidobacteriota	Holophagae	Holophagales	Holophagaceae	Holophaga			
SBDI-ASV-191208	ASVBAC000723	Bacteria	Acidobacteriota	Holophagae	Holophagales	Holophagaceae	Holophaga			
SBDI-ASV-191208	ASVBAC000915	Bacteria	Acidobacteriota	Holophagae	Holophagales	Holophagaceae	Holophaga			
SBDI-ASV-191208	ASVBAC001421	Bacteria	Acidobacteriota	Holophagae	Holophagales	Holophagaceae	Holophaga			
SBDI-ASV-191208	ASVBAC000011	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	UBA3006	sp2		
SBDI-ASV-191208	ASVBAC001292	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	UBA3006	sp2		
SBDI-ASV-191208	ASVBAC001532	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	UBA3006	sp2		
SBDI-ASV-191208	ASVBAC001577	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	Ilumatobacter_A	coccineus		
SBDI-ASV-191208	ASVBAC000164	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	UBA3006	sp2		
SBDI-ASV-191208	ASVBAC001811	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	UBA3006	sp2		
SBDI-ASV-191208	ASVBAC000208	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	Ilumatobacter_A	coccineus		
SBDI-ASV-191208	ASVBAC002120	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	UBA3006	sp2		
SBDI-ASV-191208	ASVBAC000214	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	UBA3006	sp2		
SBDI-ASV-191208	ASVBAC000022	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	UBA3006	sp2		
SBDI-ASV-191208	ASVBAC002338	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	UBA3006	sp2		
SBDI-ASV-191208	ASVBAC002448	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	Ilumatobacter_A	coccineus		
SBDI-ASV-191208	ASVBAC000256	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	Ilumatobacter_A	coccineus		
SBDI-ASV-191208	ASVBAC002612	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	UBA3006	sp2		
SBDI-ASV-191208	ASVBAC002616	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	UBA3006	sp2		
SBDI-ASV-191208	ASVBAC002742	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	UBA3006	sp2		
SBDI-ASV-191208	ASVBAC000030	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	UBA3006	sp2		
SBDI-ASV-191208	ASVBAC000400	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	Ilumatobacter_A	coccineus		
SBDI-ASV-191208	ASVBAC000046	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	UBA3006	sp2		
SBDI-ASV-191208	ASVBAC000588	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	Ilumatobacter_A	coccineus		
SBDI-ASV-191208	ASVBAC000062	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae				
SBDI-ASV-191208	ASVBAC000621	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	UBA3006	sp2		
SBDI-ASV-191208	ASVBAC000715	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	Ilumatobacter_A	coccineus		
SBDI-ASV-191208	ASVBAC000008	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	UBA3006	sp2		
SBDI-ASV-191208	ASVBAC000903	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	UBA3006	sp2		
SBDI-ASV-191208	ASVBAC001342	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	Ilumatobacter_A	coccineus		
SBDI-ASV-191208	ASVBAC001516	Bacteria	Actinobacteriota	Acidimicrobiia						
SBDI-ASV-191208	ASVBAC000166	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	UBA3006	sp2		
SBDI-ASV-191208	ASVBAC002473	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	MedAcidi-G1	MedAcidi-G1			
SBDI-ASV-191208	ASVBAC002878	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae				
SBDI-ASV-191208	ASVBAC000059	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	UBA3006	sp2		
SBDI-ASV-191208	ASVBAC000006	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	UBA3006	sp2		
SBDI-ASV-191208	ASVBAC000076	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Microtrichaceae	IMCC26207			
SBDI-ASV-191208	ASVBAC001841	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Cellulomonadaceae	Cellulomonas			
SBDI-ASV-191208	ASVBAC001012	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Microbacteriaceae	BACL25	sp1		
SBDI-ASV-191208	ASVBAC000106	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Microbacteriaceae				
SBDI-ASV-191208	ASVBAC001263	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Microbacteriaceae				
SBDI-ASV-191208	ASVBAC001287	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Microbacteriaceae	Aquiluna	sp1		
SBDI-ASV-191208	ASVBAC000133	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Microbacteriaceae	Rhodoluna	lacicola		
SBDI-ASV-191208	ASVBAC001462	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Microbacteriaceae	Aquiluna	sp1		
SBDI-ASV-191208	ASVBAC001464	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Microbacteriaceae	Aquiluna	sp1		
SBDI-ASV-191208	ASVBAC000221	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Microbacteriaceae	Rhodoluna	lacicola		
SBDI-ASV-191208	ASVBAC002649	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Microbacteriaceae	Aquiluna	sp1		
SBDI-ASV-191208	ASVBAC000269	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Microbacteriaceae	Microbacterium			
SBDI-ASV-191208	ASVBAC002796	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Microbacteriaceae	BACL25	sp1		
SBDI-ASV-191208	ASVBAC002856	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Microbacteriaceae	BACL25	sp1		
SBDI-ASV-191208	ASVBAC002951	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Microbacteriaceae	Aquiluna	sp1		
SBDI-ASV-191208	ASVBAC000333	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Microbacteriaceae	Aquiluna	sp1		
SBDI-ASV-191208	ASVBAC000346	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Microbacteriaceae	BACL25	sp1		
SBDI-ASV-191208	ASVBAC000352	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Microbacteriaceae	Rhodoluna	lacicola		
SBDI-ASV-191208	ASVBAC000436	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Microbacteriaceae				
SBDI-ASV-191208	ASVBAC000078	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Microbacteriaceae	Aquiluna	sp1		
SBDI-ASV-191208	ASVBAC000087	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Microbacteriaceae	BACL25	sp1		
SBDI-ASV-191208	ASVBAC000922	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Microbacteriaceae	Aquiluna	sp1		
SBDI-ASV-191208	ASVBAC00995	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Microbacteriaceae				
SBDI-ASV-191208	ASVBAC001356	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Mycobacterium			
SBDI-ASV-191208	ASVBAC001701	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Mycobacterium	interjectum		
SBDI-ASV-191208	ASVBAC002339	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Mycobacterium			
SBDI-ASV-191208	ASVBAC002618	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Mycobacterium			
SBDI-ASV-191208	ASVBAC002636	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Mycobacterium			
SBDI-ASV-191208	ASVBAC000285	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Mycobacterium			
SBDI-ASV-191208	ASVBAC000390	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Mycobacterium	interjectum		
SBDI-ASV-191208	ASVBAC000561	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Mycobacterium			
SBDI-ASV-191208	ASVBAC000688	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Mycobacterium			
SBDI-ASV-191208	ASVBAC000071	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Mycobacterium			
SBDI-ASV-191208	ASVBAC000010	Bacteria	Actinobacteriota	Actinobacteria	Nanopelagicales	Nanopelagicaceae	Planktophila			
SBDI-ASV-191208	ASVBAC001069	Bacteria	Actinobacteriota	Actinobacteria	Nanopelagicales	Nanopelagicaceae	Nanopelagicus	limnes		
SBDI-ASV-191208	ASVBAC000107	Bacteria	Actinobacteriota	Actinobacteria	Nanopelagicales	S36-B12	S36-B12			
SBDI-ASV-191208	ASVBAC000108	Bacteria	Actinobacteriota	Actinobacteria	Nanopelagicales	Nanopelagicaceae	Planktophila			
SBDI-ASV-191208	ASVBAC001247	Bacteria	Actinobacteriota	Actinobacteria	Nanopelagicales	S36-B12	S36-B12			
SBDI-ASV-191208	ASVBAC001272	Bacteria	Actinobacteriota	Actinobacteria	Nanopelagicales	Nanopelagicaceae	Nanopelagicus	limnes		
SBDI-ASV-191208	ASVBAC001349	Bacteria	Actinobacteriota	Actinobacteria	Nanopelagicales	S36-B12	S36-B12			
SBDI-ASV-191208	ASVBAC001361	Bacteria	Actinobacteriota	Actinobacteria	Nanopelagicales	Nanopelagicaceae	Planktophila			
SBDI-ASV-191208	ASVBAC001432	Bacteria	Actinobacteriota	Actinobacteria	Nanopelagicales	Nanopelagicaceae	Planktophila			
SBDI-ASV-191208	ASVBAC000155	Bacteria	Actinobacteriota	Actinobacteria	Nanopelagicales	Nanopelagicaceae	Planktophila			
SBDI-ASV-191208	ASVBAC001568	Bacteria	Actinobacteriota	Actinobacteria	Nanopelagicales	Nanopelagicaceae	Nanopelagicus	limnes		
SBDI-ASV-191208	ASVBAC001597	Bacteria	Actinobacteriota	Actinobacteria						
SBDI-ASV-191208	ASVBAC001866	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales					
SBDI-ASV-191208	ASVBAC001928	Bacteria	Actinobacteriota	Actinobacteria	Nanopelagicales	Nanopelagicaceae	Planktophila			
SBDI-ASV-191208	ASVBAC001953	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Streptosporangiaceae				
SBDI-ASV-191208	ASVBAC002055	Bacteria	Actinobacteriota	Actinobacteria	Nanopelagicales	Nanopelagicaceae	Nanopelagicus	limnes		
SBDI-ASV-191208	ASVBAC000209	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Dermatophilaceae	Tetrasphaera_A	jenkinsii		
SBDI-ASV-191208	ASVBAC002090	Bacteria	Actinobacteriota	Actinobacteria	Nanopelagicales	Nanopelagicaceae	Nanopelagicus	limnes		
SBDI-ASV-191208	ASVBAC002201	Bacteria	Actinobacteriota	Actinobacteria	Nanopelagicales	Nanopelagicaceae	Nanopelagicus	limnes		
SBDI-ASV-191208	ASVBAC002327	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Mycobacterium			
SBDI-ASV-191208	ASVBAC002426	Bacteria	Actinobacteriota	Actinobacteria	Nanopelagicales	Nanopelagicaceae	Planktophila	versatilis		
SBDI-ASV-191208	ASVBAC002437	Bacteria	Actinobacteriota	Actinobacteria	Nanopelagicales	Nanopelagicaceae	Planktophila			
SBDI-ASV-191208	ASVBAC002446	Bacteria	Actinobacteriota	Actinobacteria	Nanopelagicales	S36-B12	S36-B12			
SBDI-ASV-191208	ASVBAC002464	Bacteria	Actinobacteriota	Actinobacteria	Nanopelagicales	Nanopelagicaceae	Planktophila			
SBDI-ASV-191208	ASVBAC002469	Bacteria	Actinobacteriota	Actinobacteria	Nanopelagicales	Nanopelagicaceae	Planktophila			
SBDI-ASV-191208	ASVBAC000247	Bacteria	Actinobacteriota	Actinobacteria	Nanopelagicales	Nanopelagicaceae				
SBDI-ASV-191208	ASVBAC000268	Bacteria	Actinobacteriota	Actinobacteria	Nanopelagicales	S36-B12	S36-B12			
SBDI-ASV-191208	ASVBAC000274	Bacteria	Actinobacteriota	Actinobacteria	Nanopelagicales	S36-B12	S36-B12			
SBDI-ASV-191208	ASVBAC002778	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Microbacteriaceae	Aquiluna	sp1		
SBDI-ASV-191208	ASVBAC002798	Bacteria	Actinobacteriota	Actinobacteria	Nanopelagicales	Nanopelagicaceae	AAA044-D11			
SBDI-ASV-191208	ASVBAC000284	Bacteria	Actinobacteriota	Actinobacteria	Nanopelagicales	Nanopelagicaceae	Planktophila			
SBDI-ASV-191208	ASVBAC002908	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales					
SBDI-ASV-191208	ASVBAC002934	Bacteria	Actinobacteriota	Actinobacteria	Nanopelagicales	S36-B12	S36-B12			
SBDI-ASV-191208	ASVBAC000335	Bacteria	Actinobacteriota	Actinobacteria	Nanopelagicales	S36-B12	S36-B12			
SBDI-ASV-191208	ASVBAC000364	Bacteria	Actinobacteriota	Actinobacteria	Nanopelagicales	Nanopelagicaceae	Planktophila			
SBDI-ASV-191208	ASVBAC000039	Bacteria	Actinobacteriota	Actinobacteria	Nanopelagicales	Nanopelagicaceae	Planktophila			
SBDI-ASV-191208	ASVBAC000403	Bacteria	Actinobacteriota	Actinobacteria	Nanopelagicales	Nanopelagicaceae	Planktophila	lacus_B		
SBDI-ASV-191208	ASVBAC000041	Bacteria	Actinobacteriota	Actinobacteria	Nanopelagicales	S36-B12	S36-B12			
SBDI-ASV-191208	ASVBAC000415	Bacteria	Actinobacteriota	Actinobacteria	Nanopelagicales	Nanopelagicaceae	Planktophila	lacus_B		
SBDI-ASV-191208	ASVBAC000428	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Dermatophilaceae	Tetrasphaera_A	jenkinsii		
SBDI-ASV-191208	ASVBAC000005	Bacteria	Actinobacteriota	Actinobacteria	Nanopelagicales	Nanopelagicaceae	Nanopelagicus	limnes		
SBDI-ASV-191208	ASVBAC000538	Bacteria	Actinobacteriota	Actinobacteria	Nanopelagicales	S36-B12	S36-B12			
SBDI-ASV-191208	ASVBAC000582	Bacteria	Actinobacteriota	Actinobacteria	Nanopelagicales	S36-B12	S36-B12			
SBDI-ASV-191208	ASVBAC000594	Bacteria	Actinobacteriota	Actinobacteria	Nanopelagicales	AcAMD-5	AcAMD-5	sp1		
SBDI-ASV-191208	ASVBAC000602	Bacteria	Actinobacteriota	Actinobacteria						
SBDI-ASV-191208	ASVBAC000063	Bacteria	Actinobacteriota	Actinobacteria	Nanopelagicales	Nanopelagicaceae	Planktophila			
SBDI-ASV-191208	ASVBAC000064	Bacteria	Actinobacteriota	Actinobacteria	Nanopelagicales	Nanopelagicaceae	AAA044-D11			
SBDI-ASV-191208	ASVBAC000065	Bacteria	Actinobacteriota	Actinobacteria	Nanopelagicales	Nanopelagicaceae	Planktophila			
SBDI-ASV-191208	ASVBAC000066	Bacteria	Actinobacteriota	Actinobacteria	Nanopelagicales	Nanopelagicaceae	AAA044-D11			
SBDI-ASV-191208	ASVBAC000068	Bacteria	Actinobacteriota	Actinobacteria	Nanopelagicales	Nanopelagicaceae	AAA044-D11			
SBDI-ASV-191208	ASVBAC000007	Bacteria	Actinobacteriota	Actinobacteria	Nanopelagicales	Nanopelagicaceae	Nanopelagicus	limnes		
SBDI-ASV-191208	ASVBAC000070	Bacteria	Actinobacteriota	Actinobacteria	Nanopelagicales	Nanopelagicaceae	Planktophila	versatilis		
SBDI-ASV-191208	ASVBAC000079	Bacteria	Actinobacteriota	Actinobacteria						
SBDI-ASV-191208	ASVBAC000833	Bacteria	Actinobacteriota	Actinobacteria	Nanopelagicales	Nanopelagicaceae	Nanopelagicus	limnes		
SBDI-ASV-191208	ASVBAC000084	Bacteria	Actinobacteriota	Actinobacteria	Nanopelagicales	Nanopelagicaceae	Planktophila	lacus_B		
SBDI-ASV-191208	ASVBAC000852	Bacteria	Actinobacteriota	Actinobacteria	Nanopelagicales	S36-B12	S36-B12			
SBDI-ASV-191208	ASVBAC000916	Bacteria	Actinobacteriota	Actinobacteria						
SBDI-ASV-191208	ASVBAC000978	Bacteria	Actinobacteriota	Actinobacteria	Nanopelagicales	S36-B12	S36-B12			
SBDI-ASV-191208	ASVBAC002547	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	adolescentis_A		
SBDI-ASV-191208	ASVBAC002867	Bacteria	Actinobacteriota	Coriobacteriia	OPB41	UBA2279	UBA2286			
SBDI-ASV-191208	ASVBAC001025	Bacteria	Actinobacteriota	Thermoleophilia	Ga0077560	Ga0077560	Ga0077541			
SBDI-ASV-191208	ASVBAC000103	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	UBA3006	sp2		
SBDI-ASV-191208	ASVBAC001209	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	IMCC26256	IMCC26256			
SBDI-ASV-191208	ASVBAC001525	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	MedAcidi-G1				
SBDI-ASV-191208	ASVBAC001572	Bacteria	Actinobacteriota	Thermoleophilia						
SBDI-ASV-191208	ASVBAC002039	Bacteria	Actinobacteriota	Thermoleophilia	Ga0077560	Ga0077560	Ga0077541			
SBDI-ASV-191208	ASVBAC002045	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	UBA3006	sp2		
SBDI-ASV-191208	ASVBAC002575	Bacteria	Actinobacteriota	Thermoleophilia						
SBDI-ASV-191208	ASVBAC002754	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	UBA3006	sp2		
SBDI-ASV-191208	ASVBAC000517	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales					
SBDI-ASV-191208	ASVBAC000555	Bacteria	Actinobacteriota	Thermoleophilia	Ga0077560	Ga0077560	Ga0077541			
SBDI-ASV-191208	ASVBAC000636	Bacteria	Actinobacteriota	Thermoleophilia	Ga0077560	Ga0077560	Ga0077541			
SBDI-ASV-191208	ASVBAC000649	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Microtrichaceae	IMCC26207			
SBDI-ASV-191208	ASVBAC000658	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	MedAcidi-G1				
SBDI-ASV-191208	ASVBAC000681	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	IMCC26256	IMCC26256			
SBDI-ASV-191208	ASVBAC000082	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	UBA3006	sp2		
SBDI-ASV-191208	ASVBAC000088	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	UBA3006	sp2		
SBDI-ASV-191208	ASVBAC000896	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter_A	woesei		
SBDI-ASV-191208	ASVBAC000964	Bacteria	Actinobacteriota	Thermoleophilia						
SBDI-ASV-191208	ASVBAC000098	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	UBA3006	sp2		
SBDI-ASV-191208	ASVBAC002622	Bacteria	Actinobacteriota	Actinobacteria	Nitriliruptorales	Nitriliruptoraceae	Nitriliruptor	alkaliphilus		
SBDI-ASV-191208	ASVBAC000664	Bacteria	Actinobacteriota	Actinobacteria	Nitriliruptorales	Nitriliruptoraceae	Nitriliruptor	alkaliphilus		
SBDI-ASV-191208	ASVBAC002848	Bacteria	Actinobacteriota	Rubrobacteria	Rubrobacterales	Rubrobacteraceae	Rubrobacter	radiotolerans		
